id,Fecha,Comuna,Barrio,Problema,Estado,TiempoSolucion
735,2/11/2025,Aranjuez,Florencia,Alcantarillado colapsado,Solucionado,19
736,12/13/2024,Aranjuez,Cinagrog Girang,Poste caído,Solucionado,5
737,3/31/2025,Doce de Octubre,Imaan,Hueco en vía,Solucionado,13
738,1/3/2025,Guayabal,Mondragon,Poste caído,Pendiente,
739,4/28/2025,Doce de Octubre,San Lucas Sacatepéquez,Poste caído,Solucionado,10
740,1/8/2025,Doce de Octubre,Laocheng,Poste caído,Solucionado,12
741,5/16/2025,Belen,Zoumaling,Poste caído,Solucionado,27
742,6/15/2024,Manrique,Sanxing,Alcantarillado colapsado,En proceso,
743,12/2/2024,Aranjuez,Shāhpur,Alcantarillado colapsado,Pendiente,
744,12/7/2024,Aranjuez,Taekas,Hueco en vía,Solucionado,10
745,10/15/2024,Santo Domingo,Molo,Luminaria dañada,Pendiente,
746,12/5/2024,Itagui,Örebro,Hueco en vía,Pendiente,
747,7/29/2024,Belen,Daping,Hueco en vía,En proceso,
748,1/13/2025,Robledo,Biruinţa,Poste caído,Solucionado,27
749,2/19/2025,Robledo,Wangjing,Alcantarillado colapsado,En proceso,
750,5/15/2025,Aranjuez,Baton Rouge,Alcantarillado colapsado,Pendiente,
751,8/17/2024,Guayabal,Garland,Hueco en vía,En proceso,
752,11/2/2024,Aranjuez,Nauchnyy Gorodok,Luminaria dañada,En proceso,
753,1/17/2025,Envigado,Batulawang,Alcantarillado colapsado,Pendiente,
754,1/17/2025,Belen,Chengzi,Hueco en vía,En proceso,
755,7/17/2024,Envigado,Petiga,Poste caído,Solucionado,13
756,8/19/2024,Aranjuez,Santa Cruz,Alcantarillado colapsado,Solucionado,15
757,5/17/2025,Santa Cruz,Charagua,Alcantarillado colapsado,Solucionado,27
758,12/30/2024,Envigado,Le Mans,Poste caído,Solucionado,9
759,5/10/2025,Belen,Hayang,Hueco en vía,En proceso,
760,5/29/2025,Itagui,Taldan,Luminaria dañada,Solucionado,22
761,5/8/2025,Laureles,Saratak,Poste caído,En proceso,
762,6/3/2024,La Candelaria,Nakuru,Hueco en vía,Solucionado,27
763,12/16/2024,Manrique,Brataj,Luminaria dañada,En proceso,
764,10/12/2024,Aranjuez,Ramón Castilla,Alcantarillado colapsado,En proceso,
765,12/24/2024,Belen,Bambas,Hueco en vía,En proceso,
766,10/30/2024,Santo Domingo,Lagos da Beira,Luminaria dañada,Pendiente,
767,2/13/2025,Guayabal,Himaya,Poste caído,En proceso,
768,7/24/2024,Aranjuez,Campanário,Luminaria dañada,En proceso,
769,7/9/2024,Manrique,Halmstad,Hueco en vía,Solucionado,25
770,1/8/2025,Aranjuez,Gaomi,Poste caído,Solucionado,28
771,3/15/2025,Villa Hermosa,Blansko,Poste caído,Solucionado,23
772,11/21/2024,Villa Hermosa,Beaufort,Alcantarillado colapsado,Solucionado,29
773,11/24/2024,Envigado,Kamensk-Shakhtinskiy,Hueco en vía,Pendiente,
774,10/14/2024,Doce de Octubre,Yorii,Poste caído,Pendiente,
775,2/17/2025,San Javier,Almafuerte,Alcantarillado colapsado,Solucionado,27
776,12/30/2024,Aranjuez,Bayambang,Alcantarillado colapsado,En proceso,
777,6/19/2024,Manrique,Piribebuy,Hueco en vía,Solucionado,18
778,12/22/2024,Robledo,Shiqian,Poste caído,Solucionado,7
779,4/10/2025,Aranjuez,Eydhafushi,Luminaria dañada,Solucionado,5
780,7/15/2024,Doce de Octubre,Krupanj,Alcantarillado colapsado,Solucionado,30
781,11/28/2024,Aranjuez,Ibagué,Poste caído,Pendiente,
782,5/23/2025,San Javier,Liopétri,Hueco en vía,En proceso,
783,11/1/2024,Santa Cruz,Pamotan,Hueco en vía,Pendiente,
784,6/9/2024,Envigado,Guan’e,Luminaria dañada,Pendiente,
785,9/27/2024,El Poblado,Vyshniy Volochëk,Luminaria dañada,Pendiente,
786,11/23/2024,Manrique,Plužine,Hueco en vía,En proceso,
787,2/16/2025,Doce de Octubre,Gasri,Hueco en vía,Solucionado,5
788,5/1/2025,Manrique,Kupchino,Hueco en vía,Pendiente,
789,1/25/2025,La Candelaria,São Pedro da Aldeia,Luminaria dañada,Solucionado,13
790,5/11/2025,Santa Cruz,Daxi,Alcantarillado colapsado,Pendiente,
791,10/10/2024,El Poblado,Mollas,Hueco en vía,Solucionado,9
792,11/2/2024,Doce de Octubre,Emiliano Zapata,Poste caído,Pendiente,
793,11/11/2024,Aranjuez,Kondinskoye,Poste caído,Pendiente,
794,3/4/2025,San Javier,San Felipe,Hueco en vía,Pendiente,
795,12/16/2024,Aranjuez,Lokolande,Hueco en vía,En proceso,
796,3/22/2025,Villa Hermosa,Bangus Kulon,Alcantarillado colapsado,Pendiente,
797,10/30/2024,Castilla,Puamata,Alcantarillado colapsado,Pendiente,
798,3/11/2025,Aranjuez,Kapsan-ŭp,Luminaria dañada,Solucionado,28
799,2/6/2025,Aranjuez,Aku,Poste caído,Pendiente,
800,9/3/2024,Doce de Octubre,Jiabeiyan,Alcantarillado colapsado,Solucionado,8
801,6/20/2024,Laureles,Cockburn Town,Hueco en vía,Solucionado,24
802,10/21/2024,Guayabal,Quito,Luminaria dañada,Pendiente,
803,9/20/2024,El Poblado,Bulo,Luminaria dañada,Solucionado,25
804,3/2/2025,Manrique,Buenlag,Luminaria dañada,Pendiente,
805,12/17/2024,Laureles,Warungbanten,Hueco en vía,En proceso,
806,4/15/2025,Manrique,Jagong,Luminaria dañada,Pendiente,
807,6/28/2024,Belen,Железный порт,Luminaria dañada,Solucionado,28
808,11/20/2024,Doce de Octubre,Prang Ku,Alcantarillado colapsado,En proceso,
809,11/10/2024,Manrique,Gelemso,Luminaria dañada,Pendiente,
810,4/1/2025,Doce de Octubre,Viseu,Hueco en vía,En proceso,
811,6/7/2024,Doce de Octubre,Jönköping,Hueco en vía,Solucionado,16
812,7/23/2024,Doce de Octubre,Bira,Alcantarillado colapsado,Solucionado,20
813,11/14/2024,Manrique,Dianbu,Poste caído,Pendiente,
814,11/3/2024,El Poblado,Nuštar,Luminaria dañada,En proceso,
815,9/22/2024,Guayabal,Tost,Poste caído,Pendiente,
816,3/21/2025,Castilla,Mercedes,Alcantarillado colapsado,Pendiente,
817,8/12/2024,Aranjuez,Madrid,Alcantarillado colapsado,Pendiente,
818,3/26/2025,La Candelaria,Det Udom,Poste caído,Solucionado,20
819,7/18/2024,Belen,Pataypampa,Hueco en vía,Solucionado,5
820,3/12/2025,Castilla,Lerum,Alcantarillado colapsado,Pendiente,
821,12/20/2024,Itagui,Ivanovo,Alcantarillado colapsado,Pendiente,
822,9/25/2024,Manrique,Plast,Luminaria dañada,En proceso,
823,2/7/2025,Itagui,Cikijing,Alcantarillado colapsado,En proceso,
824,10/13/2024,El Poblado,Cibeureum,Poste caído,En proceso,
825,2/17/2025,Villa Hermosa,Strasbourg,Poste caído,Pendiente,
826,9/17/2024,La Candelaria,Māmūnīyeh,Alcantarillado colapsado,Pendiente,
827,4/10/2025,Doce de Octubre,Fucheng,Luminaria dañada,En proceso,
828,10/29/2024,Manrique,Yamrat,Poste caído,Pendiente,
829,1/19/2025,Envigado,Weitang,Alcantarillado colapsado,Pendiente,
830,4/7/2025,Envigado,Tangkolo,Alcantarillado colapsado,Solucionado,19
831,4/9/2025,Envigado,Ciomas,Alcantarillado colapsado,Pendiente,
832,7/15/2024,Manrique,Meylan,Poste caído,En proceso,
833,7/9/2024,La Candelaria,Paris La Défense,Poste caído,En proceso,
834,11/1/2024,Manrique,Frederiksberg,Hueco en vía,En proceso,
835,6/23/2024,Manrique,Kallinge,Luminaria dañada,En proceso,
836,3/28/2025,La Candelaria,Rîbniţa,Poste caído,En proceso,
837,2/13/2025,Manrique,Belyye Berega,Luminaria dañada,Solucionado,15
838,7/15/2024,Aranjuez,Khashuri,Hueco en vía,Solucionado,27
839,6/14/2024,Doce de Octubre,5 de Mayo,Alcantarillado colapsado,Solucionado,16
840,1/6/2025,Doce de Octubre,Pregonero,Luminaria dañada,Pendiente,
841,4/6/2025,Guayabal,Canomoy,Poste caído,Solucionado,25
842,3/30/2025,Santo Domingo,Birowo,Luminaria dañada,En proceso,
843,12/11/2024,Doce de Octubre,Libertador General San Martín,Poste caído,Pendiente,
844,8/2/2024,Aranjuez,Shiojiri,Alcantarillado colapsado,Solucionado,11
845,2/10/2025,San Javier,Meixi,Luminaria dañada,Pendiente,
846,7/9/2024,Doce de Octubre,Dolní Počernice,Poste caído,En proceso,
847,8/11/2024,Aranjuez,Vershino-Shakhtaminskiy,Hueco en vía,En proceso,
848,11/14/2024,Aranjuez,Yacuíba,Poste caído,Pendiente,
849,7/31/2024,Santa Cruz,Al Bājūr,Luminaria dañada,Pendiente,
850,8/24/2024,Laureles,Macroom,Poste caído,Pendiente,
851,1/28/2025,Santa Cruz,Venâncio Aires,Luminaria dañada,En proceso,
852,6/10/2024,San Javier,Krasnaya Polyana,Luminaria dañada,Pendiente,
853,2/24/2025,Castilla,Kozje,Hueco en vía,Solucionado,12
854,12/21/2024,Itagui,Yuanqian,Luminaria dañada,Solucionado,12
855,10/2/2024,Castilla,Estaca,Poste caído,Solucionado,12
856,11/21/2024,Manrique,Lívingston,Hueco en vía,Solucionado,30
857,6/26/2024,Santo Domingo,Avignon,Hueco en vía,En proceso,
858,1/30/2025,Manrique,Bluff,Poste caído,En proceso,
859,9/30/2024,Guayabal,Sivaki,Alcantarillado colapsado,Solucionado,19
860,8/5/2024,Laureles,Wang Sam Mo,Hueco en vía,En proceso,
861,3/1/2025,Doce de Octubre,Brandfort,Poste caído,En proceso,
862,9/3/2024,Castilla,Klichaw,Luminaria dañada,Pendiente,
863,6/17/2024,San Javier,Hongqi Yingzi,Poste caído,Pendiente,
864,12/31/2024,Envigado,Pasirmanggu,Alcantarillado colapsado,En proceso,
865,12/23/2024,Aranjuez,Alegria,Luminaria dañada,En proceso,
866,12/3/2024,El Poblado,Buka,Luminaria dañada,Solucionado,5
867,8/9/2024,Aranjuez,Qorovulbozor,Poste caído,Pendiente,
868,6/6/2024,Robledo,Łazy,Poste caído,En proceso,
869,5/13/2025,Envigado,Yuanda,Hueco en vía,Solucionado,4
870,3/29/2025,Robledo,Embalse,Poste caído,Solucionado,28
871,3/17/2025,Laureles,Carayaó,Luminaria dañada,Pendiente,
872,12/11/2024,Envigado,Lere,Hueco en vía,En proceso,
873,6/6/2024,San Javier,Mannheim,Luminaria dañada,Solucionado,9
874,8/1/2024,Aranjuez,Kisela Voda,Hueco en vía,En proceso,
875,4/17/2025,Belen,Tanxi,Luminaria dañada,Solucionado,16
876,11/23/2024,Castilla,Havtsal,Poste caído,En proceso,
877,3/29/2025,Aranjuez,Barranqueras,Poste caído,Pendiente,
878,8/17/2024,Santa Cruz,Xizhong,Hueco en vía,En proceso,
879,7/16/2024,Aranjuez,Deep River,Alcantarillado colapsado,Solucionado,30
880,7/15/2024,Belen,Gunungkoneng,Luminaria dañada,En proceso,
881,10/22/2024,Santo Domingo,Shalamzār,Luminaria dañada,Pendiente,
882,2/17/2025,Villa Hermosa,Guandukou,Hueco en vía,Solucionado,8
883,8/8/2024,Envigado,Pandanrejokrajan,Alcantarillado colapsado,Solucionado,13
884,12/29/2024,Belen,Novaya Igirma,Hueco en vía,Solucionado,7
885,11/21/2024,Santa Cruz,Sępólno Krajeńskie,Alcantarillado colapsado,En proceso,
886,3/3/2025,Doce de Octubre,Kongtian,Alcantarillado colapsado,Solucionado,22
887,1/24/2025,Belen,Vila Velha de Ródão,Alcantarillado colapsado,Pendiente,
888,10/20/2024,Itagui,Indaial,Alcantarillado colapsado,En proceso,
889,9/14/2024,Itagui,Zheleznogorsk-Ilimskiy,Luminaria dañada,En proceso,
890,9/19/2024,Santo Domingo,Kariya,Alcantarillado colapsado,En proceso,
891,10/23/2024,Envigado,Araruama,Luminaria dañada,Solucionado,4
892,11/27/2024,Aranjuez,Susaki,Poste caído,Pendiente,
893,7/17/2024,Itagui,Gaoliban,Hueco en vía,En proceso,
894,12/16/2024,Aranjuez,Sidaurip,Alcantarillado colapsado,Solucionado,25
895,11/23/2024,Robledo,Agdzhabedy,Poste caído,Pendiente,
896,5/30/2024,Envigado,Akat Amnuai,Poste caído,En proceso,
897,7/13/2024,Manrique,Saint-Félicien,Hueco en vía,Pendiente,
898,1/28/2025,Santa Cruz,Itaquaquecetuba,Luminaria dañada,En proceso,
899,7/12/2024,Robledo,Giado,Poste caído,Solucionado,5
900,10/27/2024,Manrique,Belos Ares,Poste caído,Pendiente,
901,6/25/2024,San Javier,Bambang,Hueco en vía,Solucionado,10
902,1/4/2025,Doce de Octubre,Jaguaribe,Poste caído,Solucionado,28
903,9/5/2024,Castilla,Pirapora,Alcantarillado colapsado,Pendiente,
904,9/28/2024,Guayabal,Dongjiao,Poste caído,Pendiente,
905,11/25/2024,Doce de Octubre,Hesi,Luminaria dañada,Solucionado,30
906,5/2/2025,Santa Cruz,Paraguaçu Paulista,Luminaria dañada,En proceso,
907,5/2/2025,San Javier,Mlonggo,Hueco en vía,En proceso,
908,1/10/2025,Guayabal,Kertorejo,Hueco en vía,Solucionado,13
909,6/7/2024,Doce de Octubre,Gongnong,Alcantarillado colapsado,Pendiente,
910,6/1/2024,Santo Domingo,Misasi,Alcantarillado colapsado,Solucionado,5
911,1/28/2025,Laureles,Baratan,Hueco en vía,Solucionado,4
912,12/20/2024,Aranjuez,Saint-Lin-Laurentides,Hueco en vía,Pendiente,
913,1/26/2025,Manrique,Sukkozero,Luminaria dañada,Pendiente,
914,10/14/2024,Itagui,Bogatynia,Luminaria dañada,En proceso,
915,6/23/2024,Aranjuez,Independencia,Poste caído,En proceso,
916,1/25/2025,Santo Domingo,Ōarai,Hueco en vía,Solucionado,25
917,2/1/2025,Itagui,Shchukino,Luminaria dañada,Solucionado,16
918,1/8/2025,Guayabal,Yanzhou,Alcantarillado colapsado,Pendiente,
919,11/15/2024,Laureles,Parral,Poste caído,En proceso,
920,10/11/2024,Manrique,Leworook,Alcantarillado colapsado,Pendiente,
921,11/5/2024,San Javier,Yanqian,Hueco en vía,En proceso,
922,1/4/2025,La Candelaria,Žrnovo,Poste caído,En proceso,
923,1/6/2025,El Poblado,Qingnianlu,Alcantarillado colapsado,En proceso,
924,7/1/2024,El Poblado,Guimarães,Luminaria dañada,Solucionado,30
925,8/17/2024,Santo Domingo,Jutrosin,Poste caído,En proceso,
926,8/19/2024,El Poblado,Lapu-Lapu City,Luminaria dañada,Pendiente,
927,9/15/2024,Itagui,Yunshan,Luminaria dañada,Solucionado,4
928,7/4/2024,Envigado,Timon,Alcantarillado colapsado,Solucionado,11
929,1/27/2025,Doce de Octubre,Minneapolis,Hueco en vía,Pendiente,
930,1/22/2025,El Poblado,Langxi,Alcantarillado colapsado,Pendiente,
931,10/31/2024,Belen,Berlin,Hueco en vía,En proceso,
932,1/27/2025,Doce de Octubre,Kaka,Hueco en vía,Pendiente,
933,2/11/2025,Laureles,Arrap’i,Luminaria dañada,Pendiente,
934,12/30/2024,Santo Domingo,Nanzhai,Luminaria dañada,Solucionado,22
935,10/16/2024,Itagui,Touba,Hueco en vía,Pendiente,
936,9/24/2024,Manrique,Delmas,Poste caído,Pendiente,
937,12/26/2024,Villa Hermosa,Bremerhaven,Hueco en vía,Solucionado,29
938,6/24/2024,Castilla,Perushtitsa,Luminaria dañada,En proceso,
939,12/5/2024,San Javier,Zhangfang,Alcantarillado colapsado,Solucionado,30
940,9/28/2024,Doce de Octubre,Shimo-furano,Poste caído,Pendiente,
941,9/16/2024,Robledo,Santiago del Torno,Luminaria dañada,Pendiente,
942,6/4/2024,Laureles,Novospasskoye,Hueco en vía,Solucionado,4
943,10/1/2024,Laureles,Sainte-Marthe-sur-le-Lac,Alcantarillado colapsado,Solucionado,5
944,2/1/2025,Aranjuez,Sambong,Luminaria dañada,Pendiente,
945,6/24/2024,Manrique,Binuangeun,Poste caído,Pendiente,
946,1/14/2025,Aranjuez,Zhoukou,Alcantarillado colapsado,Pendiente,
947,1/12/2025,Aranjuez,Netolice,Hueco en vía,Solucionado,6
948,12/19/2024,La Candelaria,Panino,Alcantarillado colapsado,Pendiente,
949,9/17/2024,Guayabal,Linghu,Hueco en vía,Solucionado,9
950,9/12/2024,Santa Cruz,Cajamarca,Luminaria dañada,Solucionado,30
951,8/24/2024,Santo Domingo,Bardalah,Luminaria dañada,En proceso,
952,3/27/2025,Castilla,Shentong,Poste caído,En proceso,
953,2/7/2025,Guayabal,Hexi,Poste caído,Pendiente,
954,11/8/2024,Robledo,Cannes,Alcantarillado colapsado,Solucionado,20
955,5/22/2025,Doce de Octubre,Guangli,Hueco en vía,Pendiente,
956,8/27/2024,La Candelaria,Suḩayl Shibām,Hueco en vía,En proceso,
957,6/14/2024,Santo Domingo,San Nicolas,Hueco en vía,En proceso,
958,8/14/2024,La Candelaria,Kedungringin,Poste caído,Pendiente,
959,6/26/2024,Doce de Octubre,Lynn,Luminaria dañada,Solucionado,27
960,5/12/2025,Aranjuez,Kocēni,Luminaria dañada,Pendiente,
961,5/18/2025,Aranjuez,Fasito‘outa,Poste caído,En proceso,
962,4/12/2025,El Poblado,Pinheiral,Luminaria dañada,En proceso,
963,8/13/2024,Manrique,Lingbei,Poste caído,Solucionado,11
964,9/28/2024,Laureles,Songshan,Poste caído,En proceso,
965,9/27/2024,Aranjuez,Putrajaya,Poste caído,En proceso,
966,12/20/2024,Santo Domingo,Abricots,Alcantarillado colapsado,En proceso,
967,7/24/2024,El Poblado,Boluo,Luminaria dañada,Pendiente,
968,4/16/2025,Itagui,Tambangan,Alcantarillado colapsado,En proceso,
969,12/10/2024,Doce de Octubre,Zubří,Hueco en vía,Solucionado,27
970,2/1/2025,Robledo,Al Mayādīn,Luminaria dañada,Solucionado,11
971,6/7/2024,San Javier,Aylmer,Poste caído,En proceso,
972,2/7/2025,Aranjuez,Nová Cerekev,Hueco en vía,Pendiente,
973,3/23/2025,San Javier,Sandefjord,Alcantarillado colapsado,En proceso,
974,9/20/2024,La Candelaria,Ciudad Guayana,Alcantarillado colapsado,Solucionado,27
975,7/2/2024,La Candelaria,Burgkirchen,Alcantarillado colapsado,En proceso,
976,10/6/2024,El Poblado,Eastern Suburbs Mc,Luminaria dañada,En proceso,
977,5/13/2025,Manrique,Taavetti,Poste caído,Pendiente,
978,6/2/2024,Santo Domingo,Grzmiąca,Luminaria dañada,Pendiente,
979,10/2/2024,Santa Cruz,Ruukki,Alcantarillado colapsado,En proceso,
980,8/31/2024,Villa Hermosa,Al Majāridah,Luminaria dañada,Pendiente,
981,6/13/2024,Santa Cruz,Intibucá,Poste caído,En proceso,
982,12/15/2024,Itagui,Messejana,Poste caído,Solucionado,10
983,10/4/2024,El Poblado,Dondon,Luminaria dañada,Solucionado,29
984,12/10/2024,Santo Domingo,Mulhouse,Hueco en vía,Solucionado,20
985,4/17/2025,Santa Cruz,Gongju,Luminaria dañada,En proceso,
986,9/25/2024,Envigado,Agana Heights Village,Poste caído,Pendiente,
987,3/11/2025,Villa Hermosa,Las Ánimas,Hueco en vía,Pendiente,
988,10/13/2024,Doce de Octubre,Vyazniki,Poste caído,Pendiente,
989,4/25/2025,El Poblado,Bayan Qagan,Hueco en vía,En proceso,
990,10/8/2024,Manrique,Boroon,Poste caído,Pendiente,
991,4/25/2025,Itagui,Kawengan,Alcantarillado colapsado,En proceso,
992,7/9/2024,San Javier,Salingogan,Hueco en vía,Pendiente,
993,1/28/2025,Santa Cruz,Duozhu,Alcantarillado colapsado,Pendiente,
994,9/21/2024,Belen,Oster,Hueco en vía,Pendiente,
995,8/21/2024,San Javier,Iowa City,Hueco en vía,Pendiente,
996,7/21/2024,Doce de Octubre,Przywidz,Hueco en vía,Pendiente,
997,10/31/2024,Santo Domingo,Kaeng Khoi,Luminaria dañada,Pendiente,
998,7/30/2024,Manrique,Lavezares,Hueco en vía,Pendiente,
999,12/8/2024,Guayabal,Itapema,Poste caído,En proceso,
1000,7/20/2024,Laureles,Oeba,Poste caído,Pendiente,
